,EQUITY,EQUITY,EQUITY,DEBT,DEBT,DEBT
Date,Gross Purchase,Gross Sales,Net Purchase/Sales,Gross Purchase,Gross Sales,Net Purchase/Sales
26-Nov-2013,763.2,686.6,76.6,7147.1,3702.3,3444.8
25-Nov-2013,418.1,462.8,-44.7,8210.5,3276.1,4934.4
22-Nov-2013,365.6,266.5,99.1,5660.4,1939.6,3720.8
21-Nov-2013,319.4,583.2,-263.8,5084.5,2100.1,2984.4
20-Nov-2013,322.8,401.9,-79.1,5861.8,2013.4,3848.4
19-Nov-2013,332.9,543.6,-210.7,3663,2303.2,1359.8
18-Nov-2013,288.1,295.5,-7.4,3955.7,862.6,3093.1
14-Nov-2013,382.2,414.6,-32.4,6367.2,3996.3,2370.9
13-Nov-2013,435.3,489.6,-54.3,3338.4,3746.2,-407.8
12-Nov-2013,385.9,453.3,-67.4,4277.9,3613.9,664
11-Nov-2013,265.2,319.2,-54,3228.4,2848.4,380
08-Nov-2013,260.3,452.9,-192.6,2918.1,3148.7,-230.6
07-Nov-2013,250.4,341.7,-91.3,3732.6,3488.2,244.4
06-Nov-2013,329.8,469.6,-139.8,3160.8,2758.1,402.7
05-Nov-2013,228.6,648.9,-420.3,3728.3,2697.6,1030.7
03-Nov-2013,3.3,1.2,2.1,0,0,0
01-Nov-2013,384.2,433.7,-49.5,5123.5,2050.6,3072.9
Total,8066.5,8549.1,-482.6,97156.2,55533,41623.2
30-Jun-2009,932.5,1212.6,-280.1,2796.7,2818.5,-21.8
29-Jun-2009,1013.4,838.2,175.2,3255.7,5315.2,-2059.5
26-Jun-2009,1219.7,850.1,369.6,1138.2,3300.2,-2162
25-Jun-2009,1955.3,1263.7,691.6,2126.2,1733.3,392.9
24-Jun-2009,886.9,497.6,389.3,1467.3,1198.8,268.5
23-Jun-2009,1032.6,950.7,81.9,2249.6,1522.6,727
22-Jun-2009,647.6,526.8,120.8,1952,1713.3,238.7
19-Jun-2009,847.6,439.6,408,2384.2,1112.4,1271.8
18-Jun-2009,862.3,732.7,129.6,2299.5,954,1345.5
17-Jun-2009,531.4,710.9,-179.5,2308.8,565.5,1743.3
16-Jun-2009,789.2,780.5,8.7,2022.3,1161.9,860.4
15-Jun-2009,649.4,1131.1,-481.7,1181.5,391.6,789.9
12-Jun-2009,1011,1133.7,-122.7,1334.5,554.2,780.3
11-Jun-2009,1435.3,1136.6,298.7,2803.1,640.6,2162.5
10-Jun-2009,1940.6,997.8,942.8,1697.6,1122.4,575.2
09-Jun-2009,1092.8,772.5,320.3,1249.4,751.6,497.8
08-Jun-2009,566.9,1479.3,-912.4,837.6,408,429.6
05-Jun-2009,1045.2,1100.4,-55.2,1776.5,578.3,1198.2
04-Jun-2009,871.7,1298.3,-426.6,1079.6,631.8,447.8
03-Jun-2009,1107,865.2,241.8,1687,868.4,818.6
02-Jun-2009,823.8,1411.8,-588,970.8,698.5,272.3
01-Jun-2009,952.9,1245.8,-292.9,827,664.9,162.1
Total,22215.1,21375.9,839.2,39445.1,28706,10739.1
30-Apr-2004,186.65,126.94,59.71,209.32,144.13,65.19
29-Apr-2004,199.81,187.53,12.28,373.7,257.06,116.64
28-Apr-2004,149.5,229.06,-79.56,417.39,378.21,39.18
27-Apr-2004,261.07,261.17,-0.1,271.11,255.37,15.74
24-Apr-2004,N.A.,N.A.,N.A.,14.69,5.99,8.7
23-Apr-2004,244.42,280.4,-35.98,188.6,85.33,103.27
22-Apr-2004,254.65,225.27,29.38,357.63,101.5,256.13
21-Apr-2004,213.61,191.6,22.01,313.31,164.13,149.18
20-Apr-2004,164.61,160.66,3.95,238.76,135.86,102.9
19-Apr-2004,123.03,213.92,-90.89,321.28,165.82,155.46
17-Apr-2004,13.49,32.17,-18.68,151.67,47.68,103.99
16-Apr-2004,143.17,93.1,50.07,245.57,61.41,184.16
15-Apr-2004,263.57,146.08,117.49,271.11,482.41,-211.3
13-Apr-2004,303.93,177.67,126.26,179.81,118.95,60.86
12-Apr-2004,112,162.36,-50.36,317.25,153.51,163.74
10-Apr-2004,N.A.,N.A.,N.A.,56.86,5.07,51.79
08-Apr-2004,222.8,272.74,-49.94,517.96,147.25,370.71
07-Apr-2004,75.5,189.62,-114.12,280.09,41.08,239.01
06-Apr-2004,92.95,324.91,-231.96,355.65,155.41,200.24
05-Apr-2004,205.53,262.46,-56.93,264.56,181.42,83.14
02-Apr-2004,314.36,157.38,156.98,428.36,229.5,198.86
01-Apr-2004,130.65,199.59,-68.94,330.89,336.72,-5.83
Total,3675.3,3894.63,-219.33,6105.57,3653.81,2451.76
31-Aug-2016,2380.1,1571.3,808.8,10208.9,20139,-9930.1
30-Aug-2016,1735,1033.8,701.2,9154.3,7471.5,1682.8
29-Aug-2016,1259,985.3,273.7,7066.4,6956.6,109.8
26-Aug-2016,1064.3,829.5,234.8,6031.2,2785.8,3245.4
25-Aug-2016,2212.1,2151.9,60.2,7647.7,5061.4,2586.3
24-Aug-2016,1463.4,1010.3,453.1,8625.1,5072.9,3552.2
23-Aug-2016,1077.5,1128.7,-51.2,3712.8,3396.2,316.6
22-Aug-2016,1139.8,1008.4,131.4,4229.1,5079.4,-850.3
19-Aug-2016,1377.3,1183.1,194.2,5356.8,3068.5,2288.3
18-Aug-2016,1547.7,1334.7,213,5966.8,4989.8,977
17-Aug-2016,1249.2,1243.6,5.6,27,34.6,-7.6
16-Aug-2016,1161.5,1112.3,49.2,5386.9,7359,-1972.1
12-Aug-2016,1094.6,1144,-49.4,4010.2,3864.2,146
11-Aug-2016,1104,1202.4,-98.4,5852.6,5972.9,-120.3
10-Aug-2016,1154.4,1235.7,-81.3,3118.5,2716.5,402
09-Aug-2016,1294.7,1568.7,-274,2728.3,3092,-363.7
08-Aug-2016,834.1,1191.8,-357.7,2796.7,5755,-2958.3
05-Aug-2016,1445.4,1045.8,399.6,7621.4,5461.2,2160.2
04-Aug-2016,1234.2,924.5,309.7,10400.1,8121,2279.1
03-Aug-2016,1240.6,1118.4,122.2,4354.3,3408.3,946
02-Aug-2016,1207.5,1411.7,-204.2,5313.5,4181.7,1131.8
01-Aug-2016,1446.5,1570.1,-123.6,7936.3,9464.5,-1528.2
Total,29722.9,27006,2716.9,127544.9,123452,4092.9
30-Apr-2010,1037,732.2,304.8,2200.9,1674.9,526
29-Apr-2010,1067,708.3,358.7,3732.2,2424.4,1307.8
28-Apr-2010,485.1,882.7,-397.6,2708.5,2491.7,216.8
27-Apr-2010,540.3,515.7,24.6,3701.7,2827.4,874.3
26-Apr-2010,437.1,528.9,-91.8,5277.3,2382.4,2894.9
23-Apr-2010,645.5,643.8,1.7,4146.1,2067.7,2078.4
22-Apr-2010,940.3,692.4,247.5,4041.6,2106.1,1840.4
21-Apr-2010,633.5,648.3,-14.8,4839.7,2672,2167.7
20-Apr-2010,828.6,726.7,101.9,3075.8,1780.1,1295.7
19-Apr-2010,411.3,530.8,-119.5,5193.8,2316.6,2877.2
16-Apr-2010,519.5,803.4,-283.9,3916.6,2277.2,1639.4
15-Apr-2010,559.2,788.1,-228.9,5036.1,2442.7,2593.4
14-Apr-2010,592.1,797.6,-205.5,2214.6,954.2,1260.4
13-Apr-2010,913.7,921.7,-8,6544.5,2777.8,3766.7
12-Apr-2010,340.8,744.4,-403.6,7790.4,3569.5,4220.9
09-Apr-2010,487.5,745.4,-257.9,6183.8,4541.4,1642.4
08-Apr-2010,463.8,827.7,-363.9,9000.8,3266.8,5734
07-Apr-2010,849.9,855.9,-6,10464,4882.6,5581.4
06-Apr-2010,694.5,842.2,-147.7,14262,2727.3,11534.7
05-Apr-2010,618.9,567.5,51.4,15423.6,1809.5,13614.1
01-Apr-2010,450.5,628.5,-178,0.3,0,0.3
Total,13516.1,15132.2,-1616.5,119754.3,51992.3,67666.9
31-Jan-2012,760.5,663.7,96.8,3566,7367.7,-3801.7
30-Jan-2012,377.6,716.5,-338.9,5190.1,3693.6,1496.5
27-Jan-2012,545.3,826.7,-281.4,2922.1,4277.6,-1355.5
26-Jan-2012,N.A.,0.3,-0.3,0,0,0
25-Jan-2012,583.7,792.9,-209.2,3372.7,4481.2,-1108.5
24-Jan-2012,776.6,678.4,98.2,4893.7,2616.3,2277.4
23-Jan-2012,485.1,642.4,-157.3,5834.2,4065.9,1768.3
20-Jan-2012,572.2,904.8,-332.6,3328.5,2967.4,361.1
19-Jan-2012,574.5,564.8,9.7,3668,2438.9,1229.1
18-Jan-2012,460.6,616.5,-155.9,3585.1,2423.3,1161.8
17-Jan-2012,731.5,656.4,75.1,3672.5,3598.8,73.7
16-Jan-2012,292.5,394.3,-101.8,3937,3328.4,608.6
13-Jan-2012,688.6,673.5,15.1,2653.3,3286.9,-633.6
12-Jan-2012,521.7,943,-421.3,4174.8,2374.5,1800.3
11-Jan-2012,482.1,554.5,-72.4,3728.7,4239.2,-510.5
10-Jan-2012,500.6,445,55.6,4414.2,4765.3,-351.1
09-Jan-2012,258.7,238.2,20.5,4963.6,4988,-24.4
07-Jan-2012,0.3,3.5,-3.2,0,0,0
06-Jan-2012,278.3,502.7,-224.4,4706.2,5743,-1036.8
05-Jan-2012,411.3,469.2,-57.9,6311.8,4015.8,2296
04-Jan-2012,395.1,527.4,-132.3,6483.9,3527.7,2956.2
03-Jan-2012,537.7,222.8,314.9,6865.5,5438.6,1426.9
02-Jan-2012,186.9,242,-55.1,6131.6,5325.1,806.5
01-Jan-2012,399.3,584.1,-184.8,9664.9,1858.6,7806.3
Total,10820.7,12863.6,-2042.9,104068.4,86821.8,17246.6
30-Mar-2007,494.54,488.71,5.83,1735.61,1465.08,270.53
29-Mar-2007,884.2,828.51,55.69,773.98,543.89,230.09
28-Mar-2007,483.9,690.69,-206.79,1020.94,902.91,118.03
26-Mar-2007,463.48,758.74,-295.26,498.71,642.42,-143.71
23-Mar-2007,498.8,666.95,-168.15,402.03,741.53,-339.5
22-Mar-2007,558.09,470.99,87.1,597.98,990.7,-392.72
21-Mar-2007,397.61,453.94,-56.33,926.31,616.69,309.62
20-Mar-2007,413.27,273.14,140.13,509.91,376.75,133.16
19-Mar-2007,241.93,208.86,33.07,0,0,0
16-Mar-2007,225.39,449.3,-223.91,632.22,495.39,136.83
15-Mar-2007,282.99,489.34,-206.35,630.58,253.19,377.39
14-Mar-2007,402.8,364.58,38.22,945.1,291.73,653.37
13-Mar-2007,334.2,347.68,-13.48,784.86,240.07,544.79
12-Mar-2007,517.61,663.45,-145.84,973.51,259.35,714.16
10-Mar-2007,N.A.,N.A.,N.A.,0,4.53,-4.53
09-Mar-2007,482.34,866.6,-384.26,347.27,327.74,19.53
08-Mar-2007,578.23,617.99,-39.76,533.5,524.92,8.58
07-Mar-2007,338.2,717.76,-379.56,690.76,282.95,407.81
06-Mar-2007,528.54,460.1,68.44,1148.53,243.93,904.6
05-Mar-2007,707.38,541.24,166.14,981.15,591.73,389.42
02-Mar-2007,442.25,567.57,-125.32,238.24,272.74,-34.5
01-Mar-2007,767.8,796.92,-29.12,845.18,411.54,433.64
Total,10043.55,11723.06,-1679.51,15216.37,10479.78,4736.59
31-Aug-2002,N.A.,N.A.,N.A.,33.76,65,-31.24
30-Aug-2002,110.81,36.28,74.53,257.74,135.51,122.23
29-Aug-2002,66.39,64.9,1.49,353.51,274.63,78.88
28-Aug-2002,38.47,43.45,-4.98,159.68,201.66,-41.98
27-Aug-2002,47.6,61.67,-14.07,317.41,119.04,198.37
26-Aug-2002,35.58,94.16,-58.58,292.57,99.51,193.06
23-Aug-2002,39.85,152.85,-113,44.88,65.5,-20.62
22-Aug-2002,33.05,58.2,-25.15,300.33,118.03,182.3
21-Aug-2002,30.74,53.61,-22.87,236.59,212.52,24.07
20-Aug-2002,73.4,71.5,1.9,185.38,99.41,85.97
19-Aug-2002,33.26,80.94,-47.68,140.46,109.04,31.42
17-Aug-2002,N.A.,N.A.,N.A.,5.04,5.17,-0.13
16-Aug-2002,58.39,48.8,9.59,164.63,53.64,110.99
14-Aug-2002,35.88,46.62,-10.74,184.87,103.6,81.27
13-Aug-2002,65.32,45.31,20.01,188.76,86.38,102.38
12-Aug-2002,57.4,51.67,5.73,194.84,94.34,100.5
10-Aug-2002,N.A.,N.A.,N.A.,0,6.32,-6.32
09-Aug-2002,43.34,53.24,-9.9,180.41,133.35,47.06
08-Aug-2002,40.13,45.03,-4.9,150.24,164.64,-14.4
07-Aug-2002,64.66,65.54,-0.88,176.13,27.94,148.19
06-Aug-2002,29.59,27.91,1.68,172.9,181.27,-8.37
05-Aug-2002,25.69,37.26,-11.57,194.61,156.84,37.77
03-Aug-2002,N.A.,N.A.,N.A.,78.99,52.75,26.24
02-Aug-2002,60.9,35.24,25.66,65.11,71.58,-6.47
01-Aug-2002,29.75,48.71,-18.96,182.37,139.5,42.87
Total,1020.2,1222.89,-202.69,4261.21,2777.17,1484.04
28-Apr-2000,87.39,85.83,1.56,0,0,0
27-Apr-2000,96.73,62.31,34.42,0,0,0
26-Apr-2000,89.06,68.1,20.96,0,0,0
25-Apr-2000,91.22,66.16,25.06,0,0,0
24-Apr-2000,43.25,26.38,16.87,0,0,0
20-Apr-2000,137.01,93.6,43.41,0,0,0
19-Apr-2000,74.91,82.57,-7.66,0,0,0
18-Apr-2000,42.61,151.32,-108.71,0,0,0
17-Apr-2000,22.33,136.18,-113.85,0,0,0
13-Apr-2000,39.61,58.57,-18.96,0,0,0
12-Apr-2000,16.98,77.6,-60.62,0,0,0
11-Apr-2000,151.3,76.26,75.04,0,0,0
10-Apr-2000,74.71,74.66,0.05,0,0,0
07-Apr-2000,84.87,59.56,25.31,0,0,0
06-Apr-2000,114.84,88.07,26.77,0,0,0
05-Apr-2000,108.11,36.73,71.38,0,0,0
03-Apr-2000,100.54,40.08,60.46,0,0,0
Total,1375.47,1283.98,91.49,0,0,0
31-Jul-2001,28.66,49.64,-20.98,0,0,0
30-Jul-2001,37.79,16.44,21.35,0,0,0
27-Jul-2001,19.22,59.06,-39.84,0,0,0
26-Jul-2001,30.45,71.36,-40.91,0,0,0
25-Jul-2001,19.99,47.07,-27.08,0,0,0
24-Jul-2001,9.43,36.07,-26.64,0,0,0
23-Jul-2001,3.05,6.3,-3.25,0,0,0
20-Jul-2001,21.41,44.28,-22.87,0,0,0
19-Jul-2001,47.48,46.91,0.57,0,0,0
18-Jul-2001,24.93,30.24,-5.31,0,0,0
17-Jul-2001,13.32,10.52,2.8,0,0,0
16-Jul-2001,15.55,8.71,6.84,0,0,0
13-Jul-2001,32.85,73.19,-40.34,0,0,0
12-Jul-2001,46.78,56.41,-9.63,0,0,0
11-Jul-2001,25.63,33.34,-7.71,0,0,0
10-Jul-2001,14.18,52.75,-38.57,0,0,0
09-Jul-2001,16.24,26.3,-10.06,0,0,0
06-Jul-2001,6,22.11,-16.11,0,0,0
05-Jul-2001,14.76,44.99,-30.23,0,0,0
04-Jul-2001,23.12,54.51,-31.39,0,0,0
03-Jul-2001,12.5,107.47,-94.97,0,0,0
02-Jul-2001,3.24,15.18,-11.94,0,0,0
Total,466.58,912.85,-446.27,0,0,0
Total,0,0,0,0,0,0
31-Jul-2012,438.7,545.6,-106.9,4360.1,5511.6,-1151.5
30-Jul-2012,286.9,294.5,-7.6,3442,6491.4,-3049.4
27-Jul-2012,481.6,398.8,82.8,3999.9,7689,-3689.1
26-Jul-2012,615,358.9,256.1,2725,4763,-2038
25-Jul-2012,484.6,453.4,31.2,4148.5,3995.9,152.6
24-Jul-2012,509.8,476.8,33,4443.2,5437.1,-993.9
23-Jul-2012,201,470,-269,4074.4,4812.4,-738
20-Jul-2012,398.9,419.7,-20.8,4362.1,4680.2,-318.1
19-Jul-2012,559.3,601.2,-41.9,3685.8,2587.8,1098
18-Jul-2012,480.5,471.3,9.2,5009.3,3904.8,1104.5
17-Jul-2012,352.9,444.5,-91.6,4499.5,4123.5,376
16-Jul-2012,269.9,259.3,10.6,5146.1,5089.8,56.3
13-Jul-2012,335.7,509.2,-173.5,3406.7,3706.9,-300.2
12-Jul-2012,313,534.7,-221.7,4880.8,3355.5,1525.3
11-Jul-2012,386,559.8,-173.8,4373,3230.3,1142.7
10-Jul-2012,395,518.9,-123.9,3484.1,6325.7,-2841.6
09-Jul-2012,255.5,631.1,-375.6,4429,6487.2,-2058.2
06-Jul-2012,282.1,536.2,-254.1,4965.2,5596,-630.8
05-Jul-2012,472,537.1,-65.1,6859.5,4227.1,2632.4
04-Jul-2012,575.3,598.6,-23.3,9369.6,4296.1,5073.5
03-Jul-2012,403.8,605.7,-201.9,10308.1,1883.1,8425
02-Jul-2012,328.4,570.3,-241.9,229.9,120.3,109.6
Total,8825.9,10795.6,-1969.7,102201.8,98314.7,3887.1
27-Sep-2000,46.99,20.2,26.79,0,0,0
26-Sep-2000,64.37,37.95,26.42,0,0,0
25-Sep-2000,122.77,42.54,80.23,0,0,0
22-Sep-2000,90.63,84.97,5.66,0,0,0
21-Sep-2000,44.6,14.81,29.79,0,0,0
20-Sep-2000,113.69,18.85,94.84,0,0,0
19-Sep-2000,140.5,34.82,105.68,0,0,0
18-Sep-2000,71.18,85.33,-14.15,0,0,0
15-Sep-2000,60.48,158,97.52,0,0,0
14-Sep-2000,43.55,66.74,-23.19,0,0,0
13-Sep-2000,63.14,62.6,0.54,0,0,0
12-Sep-2000,67.23,122.31,-55.08,0,0,0
11-Sep-2000,128.57,115.07,13.5,0,0,0
08-Sep-2000,55.8,129.1,-73.3,0,0,0
07-Sep-2000,126.81,144.74,-17.93,0,0,0
06-Sep-2000,86.2,87.21,-1.01,0,0,0
05-Sep-2000,66.05,98.98,-32.93,0,0,0
04-Sep-2000,78.28,98.34,-20.06,0,0,0
Total,1470.84,1422.56,243.32,0,0,0
31-Dec-2015,2302.6,2222.4,80.2,6065.9,5429.9,636
30-Dec-2015,988.4,758.1,230.3,13224.7,7999.7,5225
29-Dec-2015,1124.7,891.4,233.3,10447.2,7107,3340.2
28-Dec-2015,1939,1001.6,937.4,11605.8,6582,5023.8
24-Dec-2015,682.2,520.7,161.5,13.7,62.5,-48.8
23-Dec-2015,1068.5,679.8,388.7,18633.1,8516.1,10117
22-Dec-2015,740.9,747.7,-6.8,12667.3,8069.8,4597.5
21-Dec-2015,732.4,694,38.4,7718.4,19275.3,-11556.9
18-Dec-2015,894.8,814.4,80.4,4695.4,2686.3,2009.1
17-Dec-2015,1144.1,1281.1,-137,3746.1,2923.3,822.8
16-Dec-2015,1257,782.9,474.1,4773.8,4883,-109.2
15-Dec-2015,1078.8,1016.8,62,7653.1,8252.6,-599.5
14-Dec-2015,557.3,485.8,71.5,3903.1,2210.8,1692.3
11-Dec-2015,985,926.1,58.9,2633.6,3488.6,-855
10-Dec-2015,827.1,596.5,230.6,2833.2,2427.7,405.5
09-Dec-2015,865.1,620.5,244.6,3829.2,2922.8,906.4
08-Dec-2015,590.2,465.1,125.1,5387.5,4241,1146.5
07-Dec-2015,538.6,390.6,148,5403.3,1067.2,4336.1
04-Dec-2015,1481,740.4,740.6,6321.8,2250.5,4071.3
03-Dec-2015,874.2,572.3,301.9,5094.5,3043.3,2051.2
02-Dec-2015,769.8,854.8,-85,4669.7,2301.4,2368.3
01-Dec-2015,655,489.6,165.4,6688.8,3105.7,3583.1
Total,22096.7,17552.6,4544.1,148009.2,108846.5,39162.7
29-Apr-2006,109.71,51.51,58.2,0,0,0
28-Apr-2006,392.52,207.28,185.24,139.9,38.31,101.59
27-Apr-2006,1336.7,815.28,521.42,745.14,257.89,487.25
26-Apr-2006,968.11,640.44,327.67,385.91,304.26,81.65
25-Apr-2006,752.26,534.83,217.43,1031.21,302.94,728.27
24-Apr-2006,713.49,636.15,77.34,746.58,167.88,578.7
21-Apr-2006,698.05,672.43,25.62,624.82,460.39,164.43
20-Apr-2006,681.76,521.51,160.25,643.09,387.79,255.3
19-Apr-2006,676.78,608.15,68.63,666.92,489.96,176.96
18-Apr-2006,705.12,592.6,112.52,328.91,220.22,108.69
17-Apr-2006,602.92,400.26,202.66,414.44,486.1,-71.66
15-Apr-2006,3.34,1.17,2.17,0,0,0
14-Apr-2006,N.A.,N.A.,N.A.,0,0,0
13-Apr-2006,1136.42,614.9,521.52,576.2,251.06,325.14
12-Apr-2006,746.45,560.99,185.46,693.72,682.42,11.3
10-Apr-2006,333.34,530.4,-197.06,1120.03,380,740.03
08-Apr-2006,3.34,N.A.,3.34,0,0,0
07-Apr-2006,863.2,578.42,284.78,656.16,546.9,109.26
05-Apr-2006,705.92,588.22,117.7,661.96,678.22,-16.26
04-Apr-2006,487.43,485.62,1.81,904.71,351.71,553
03-Apr-2006,701.62,489.9,211.72,773.4,442.31,331.09
Total,12618.48,9530.06,3088.42,11113.1,6448.36,4664.74
31-Jul-2013,956.5,940.7,15.8,5338.4,7602.5,-2264.1
30-Jul-2013,423.6,597,-173.4,3180.4,7024,-3843.6
29-Jul-2013,524.5,553.6,-29.1,3852.5,5068.2,-1215.7
26-Jul-2013,325.8,684.3,-358.5,2775.8,4704.9,-1929.1
25-Jul-2013,743.8,1063.9,-320.1,1990.3,4741.4,-2751.1
24-Jul-2013,642.7,1006,-363.3,1904.5,11275,-9370.5
23-Jul-2013,440.4,396.5,43.9,2545.9,4181.1,-1635.2
22-Jul-2013,317.4,196,121.4,2608.4,4045.2,-1436.8
19-Jul-2013,521,592.8,-71.8,4088.8,6499,-2410.2
18-Jul-2013,506.5,809.7,-303.2,5414.4,6098.1,-683.7
17-Jul-2013,709.7,801.1,-91.4,3740.6,9761,-6020.4
16-Jul-2013,328.7,302,26.7,1673.5,14219.2,-12545.7
15-Jul-2013,425.9,325.1,100.8,4062.5,3912.7,149.8
12-Jul-2013,417.1,487.2,-70.1,3670.8,4230.9,-560.1
11-Jul-2013,415.4,361.2,54.2,3938.8,3478.4,460.4
10-Jul-2013,470,465.2,4.8,6027.2,5001.1,1026.1
09-Jul-2013,441.8,520.8,-79,6447.9,4882.4,1565.5
08-Jul-2013,251.5,439.1,-187.6,5977.7,5846.6,131.1
05-Jul-2013,224.6,263.6,-39,8490.7,7723.5,767.2
04-Jul-2013,364.7,388.7,-24,9342.3,6340.7,3001.6
03-Jul-2013,323,443.3,-120.3,9224.4,5288.8,3935.6
02-Jul-2013,273.1,589.8,-316.7,15340.8,3280.8,12060
01-Jul-2013,437.4,426.1,11.3,371,542.2,-171.2
Total,10485.1,12653.7,-2168.6,112007.6,135747.7,-23740.1
28-Sep-2001,31.27,58.72,-27.45,0,0,0
27-Sep-2001,31.08,39.21,-8.13,0,0,0
26-Sep-2001,17.65,50.07,-32.42,0,0,0
25-Sep-2001,43.31,56.63,-13.32,0,0,0
24-Sep-2001,31.48,26.86,4.62,0,0,0
21-Sep-2001,35.28,26.01,9.27,0,0,0
20-Sep-2001,45.93,25.83,20.1,0,0,0
19-Sep-2001,39.86,16.87,22.99,0,0,0
18-Sep-2001,67.39,27.94,39.45,0,0,0
17-Sep-2001,60.21,58.59,1.62,0,0,0
14-Sep-2001,67.86,32.91,34.95,0,0,0
13-Sep-2001,47.11,25.74,21.37,0,0,0
12-Sep-2001,144.34,28.41,115.93,0,0,0
11-Sep-2001,17.27,27.75,-10.48,0,0,0
10-Sep-2001,14.83,20.77,-5.94,0,0,0
07-Sep-2001,28.44,43.57,-15.13,0,0,0
06-Sep-2001,60.46,79.27,-18.81,0,0,0
05-Sep-2001,38.97,50.46,-11.49,0,0,0
04-Sep-2001,31.7,36.97,-5.27,0,0,0
03-Sep-2001,21.19,34.36,-13.17,0,0,0
Total,875.63,766.94,108.69,0,0,0
Total,0,0,0,0,0,0
29-Oct-2010,731.9,714.4,17.5,1609.3,7735.8,-6126.5
28-Oct-2010,1001.1,1081.5,-80.4,2438.2,2688.6,-250.4
27-Oct-2010,483.3,859.5,-376.2,2020.6,1753,267.6
26-Oct-2010,484.2,828.1,-343.9,2709.4,1384.2,1325.2
25-Oct-2010,846.3,751.3,95,1982.8,1761.4,221.4
22-Oct-2010,1014.4,700.3,314.1,3499.8,1669.7,1830.1
21-Oct-2010,836.7,658.1,178.6,1103.2,1254.5,-151.3
20-Oct-2010,536.8,487.2,49.6,1350.8,2781.2,-1430.4
19-Oct-2010,599.6,460.4,139.2,876.1,2143.6,-1267.5
18-Oct-2010,417.4,1465.8,-1048.4,1458.8,3085.8,-1627
15-Oct-2010,343.7,1428.7,-1085,1501.5,3006.2,-1504.7
14-Oct-2010,583.1,982.5,-399.4,2565.5,1319.8,1245.7
13-Oct-2010,749.9,1102.1,-352.2,2060.8,1490.3,570.5
12-Oct-2010,420.7,757.5,-336.8,1487.4,2485.4,-998
11-Oct-2010,437,697.1,-260.1,3648.1,1201.5,2446.6
08-Oct-2010,354.4,907.8,-554.7,3211.3,980.7,2230.6
07-Oct-2010,438.1,1078.3,-640.2,4288.3,1416.2,2872.1
06-Oct-2010,976.2,1399.7,-423.5,4879.2,1503.8,3375.4
05-Oct-2010,507,831.8,-324.8,3898.7,817.9,3080.8
04-Oct-2010,518.4,871,-352.6,5448.8,2121.9,3326.9
01-Oct-2010,985.8,1003.7,-17.9,2950.4,1409.8,1540.6
Total,13266,19066.8,-5802.1,54989,44011.3,10977.7
30-Apr-2007,609.1,537.7,71.4,781,1138.9,-357.9
27-Apr-2007,465.5,504.2,-38.7,698.1,313,385.1
26-Apr-2007,1040.1,1022.4,17.7,810.3,487.5,322.8
25-Apr-2007,812,560.2,251.8,487.6,496.4,-8.8
24-Apr-2007,1142.1,781.1,361,717.1,748.9,-31.8
23-Apr-2007,511.9,259.3,252.6,1041.1,470.6,570.5
20-Apr-2007,676.7,485.9,190.8,647.8,920.5,-272.7
19-Apr-2007,457.6,483.3,-25.7,545.3,468.2,77.1
18-Apr-2007,652.4,633.3,19.1,674.5,595.7,78.8
17-Apr-2007,530.1,781.2,-251.1,361.9,264.4,97.5
16-Apr-2007,703.7,498.8,204.9,804.3,1050.7,-246.4
13-Apr-2007,753.1,490.9,262.2,1080.9,622.6,458.3
12-Apr-2007,400.9,422,-21.1,913.4,631.7,281.7
11-Apr-2007,1015.5,726.1,289.4,934.6,499.3,435.3
10-Apr-2007,279.4,749.5,-470.1,970.2,707.8,262.4
09-Apr-2007,437.2,390.9,46.3,1103.3,825.4,277.9
07-Apr-2007,N.A.,N.A.,N.A.,4.5,29.2,-24.7
05-Apr-2007,358.8,317.8,41,1165.5,617,548.5
04-Apr-2007,340.2,478.3,-138.1,1297.5,968.4,329.1
03-Apr-2007,568.4,670.5,-102.1,889.8,946.2,-56.4
02-Apr-2007,461.7,391.2,70.5,57,56.4,0.6
Total,12216.4,11184.6,1031.8,15985.7,12858.8,3126.9
31-Jan-2007,637.69,968.26,-330.57,544.8,344.64,200.16
29-Jan-2007,206.55,273.49,-66.94,243.03,257.21,-14.18
25-Jan-2007,1154.58,1008.65,145.93,524.83,511.83,13
24-Jan-2007,419.27,770.34,-351.07,741.69,400.15,341.54
23-Jan-2007,400.38,937.52,-537.14,510.44,253.45,256.99
22-Jan-2007,468.4,522.63,-54.23,783.14,454.16,328.98
19-Jan-2007,409.04,811.08,-402.04,508.23,538.78,-30.55
18-Jan-2007,691.47,632.52,58.95,701.38,454.05,247.33
17-Jan-2007,623.7,534.12,89.58,986.55,425.34,561.21
16-Jan-2007,582.72,510.88,71.84,524.13,654.88,-130.75
15-Jan-2007,553.28,449.77,103.51,537.37,438.7,98.67
12-Jan-2007,1087.24,450.14,637.1,611.05,481.37,129.68
11-Jan-2007,658.02,908.68,-250.66,470.43,418.57,51.86
10-Jan-2007,456.13,579.79,-123.66,404.35,310.39,93.96
09-Jan-2007,574.12,938.7,-364.58,268.55,371.75,-103.2
08-Jan-2007,564.69,712.99,-148.3,266.89,237.47,29.42
05-Jan-2007,573.91,558.43,15.48,213.91,281.35,-67.44
04-Jan-2007,506.44,527.86,-21.42,586.1,614.19,-28.09
